id,project,branch,change_id,subject,status,created,updated,submitted,insertions,deletions,total_comment_count,number,current_revision,topic,discussion_messages_count,reviewers_count,revisions_count,files_count,owner_account_id,owner_name,owner_username,commit_message
openstack%2Fopenstack-ansible-lxc_container_create~master~I84c834c6193676868069c24e8b702035fb98ad71,openstack/openstack-ansible-lxc_container_create,master,I84c834c6193676868069c24e8b702035fb98ad71,Remove dependency on python2_lxc git source,MERGED,2016-02-12 21:05:47.000000000,2016-03-28 15:56:02.000000000,2016-03-28 15:56:02.000000000,0,12,0,279788,35cb314429983367d9950bc9d98bc39604dd9eef,python2_lxc,20,4,3,2,6816,Jesse Pretorius,jesse-pretorius,"Remove dependency on python2_lxc git source

The git source for python2_lxc was necessary before the package was
available on pypi, which it now is:
 - https://pypi.python.org/pypi/lxc-python2

This patch removes the py_from_git role from the functional testing
playbook.

Change-Id: I84c834c6193676868069c24e8b702035fb98ad71
"
openstack%2Ffuel-qa~master~I4d306c71b6bc8bb0de27e19348281659c21382a3,openstack/fuel-qa,master,I4d306c71b6bc8bb0de27e19348281659c21382a3,Change a way to check keystone was reconfigured to use LDAP,MERGED,2016-03-26 13:38:59.000000000,2016-03-28 15:54:18.000000000,2016-03-28 15:54:18.000000000,21,26,0,297941,50e348decef4110e65da659de36903aabffaf0c5,bug/1561471,24,11,3,2,9588,Sergey Novikov,snovikov,"Change a way to check keystone was reconfigured to use LDAP

Change-Id: I4d306c71b6bc8bb0de27e19348281659c21382a3
Closes-Bug: 1561471
"
openstack%2Fos-win~stable%2Fmitaka~I0953c1baa193c05647c4c56b77a641ba83297bea,openstack/os-win,stable/mitaka,I0953c1baa193c05647c4c56b77a641ba83297bea,Sets OsWinBaseTestCase as base class for unit tests,MERGED,2016-03-28 15:06:06.000000000,2016-03-28 15:52:23.000000000,2016-03-28 15:22:09.000000000,15,15,0,298279,9af724ace51dcc67ed21ee43c3b9da7a1cb0cf06,bug/1562883,7,3,1,7,8213,Claudiu Belu,claudiub,"Sets OsWinBaseTestCase as base class for unit tests

OsWinBaseTestCase mocks the WMI module. Inheriting this
base class is not necessary for modules that do not use WMI.

Change-Id: I0953c1baa193c05647c4c56b77a641ba83297bea
Closes-Bug: #1562883
(cherry picked from commit de9f70d376c5c9333432633dd3d906a8295c83a0)
"
openstack%2Fopenstack-ansible-repo_server~master~I40cc3fc133a196bd9b3247cdf1371768a8a9015a,openstack/openstack-ansible-repo_server,master,I40cc3fc133a196bd9b3247cdf1371768a8a9015a,Remove dependency on python2_lxc git source,MERGED,2016-02-12 21:09:05.000000000,2016-03-28 15:51:50.000000000,2016-03-28 15:51:50.000000000,0,12,0,279790,fcd8083f12c49381e0cd9792d572855b1129faff,python2_lxc,20,3,4,2,6816,Jesse Pretorius,jesse-pretorius,"Remove dependency on python2_lxc git source

The git source for python2_lxc was necessary before the package was
available on pypi, which it now is:
 - https://pypi.python.org/pypi/lxc-python2

This patch removes the py_from_git role from the functional testing
playbook.

Change-Id: I40cc3fc133a196bd9b3247cdf1371768a8a9015a
"
openstack%2Ffuel-agent~master~Id643a88e348c8e3889d1d0689ef412f9b8345660,openstack/fuel-agent,master,Id643a88e348c8e3889d1d0689ef412f9b8345660,[fuel-bootstrap] Perform force multipath-reload on bootstrap startup,MERGED,2016-03-24 12:10:01.000000000,2016-03-28 15:44:58.000000000,2016-03-28 15:44:58.000000000,32,1,2,297065,16d3065cc59bf18adea2476dce373ad92c63e404,,42,8,7,3,10288,Aleksey,alexz,"[fuel-bootstrap] Perform force multipath-reload on bootstrap startup

Partial-Bug: #1559197
Change-Id: Id643a88e348c8e3889d1d0689ef412f9b8345660
"
openstack%2Ffuel-qa~master~I67912ef630c3e6212362d27d78315aa3525c2797,openstack/fuel-qa,master,I67912ef630c3e6212362d27d78315aa3525c2797,Add tests for cgroups task,MERGED,2016-03-23 17:31:32.000000000,2016-03-28 15:44:39.000000000,2016-03-28 15:44:39.000000000,500,108,0,296623,ec1c6639214ea20a97a621305a575acfbd491de9,bp/cgroups-tests,41,9,9,5,15692,Dmitry Kalashnik,dkalashnik,"Add tests for cgroups task

Implements: blueprint cgroups-tests

Change-Id: I67912ef630c3e6212362d27d78315aa3525c2797
"
openstack%2Fopenstack-manuals~master~I871ed38bcc0cb9fc3e61a3fb3bae8142795ce66f,openstack/openstack-manuals,master,I871ed38bcc0cb9fc3e61a3fb3bae8142795ce66f,[cli-ref] Update python-swiftclient to 3.0.0,MERGED,2016-03-27 14:47:45.000000000,2016-03-28 15:41:25.000000000,2016-03-28 15:41:24.000000000,51,59,0,298043,89f40a51314e94e86045f19999309193b775233c,cli-reference,10,4,1,1,10497,KATO Tomoyuki,to222,"[cli-ref] Update python-swiftclient to 3.0.0

openstack-doc-tools doesn't work for swift command.
as work around, this is manually created.

Change-Id: I871ed38bcc0cb9fc3e61a3fb3bae8142795ce66f
"
openstack%2Fneutron~master~I4d9e80d2c46d07fc22de8015eac4bd3dacf4c03a,openstack/neutron,master,I4d9e80d2c46d07fc22de8015eac4bd3dacf4c03a,Add tag mechanism for network resources,MERGED,2016-01-29 05:05:59.000000000,2016-03-28 15:40:10.000000000,2016-03-03 01:05:21.000000000,682,1,99,273881,ec1457dd7503626c917031ce4a16a366fe70c7bb,bug/1489291,405,27,24,13,7715,Hirofumi Ichihara,Hirofumi-Ichihara,"Add tag mechanism for network resources

Introduce a generic mechanism to allow the user to set tags
on Neutron resources. This patch adds the function for ""network""
resource with tags.

APIImpact
DocImpact: allow users to set tags on network resources

Partial-Implements: blueprint add-tags-to-core-resources
Related-Bug: #1489291
Change-Id: I4d9e80d2c46d07fc22de8015eac4bd3dacf4c03a
"
openstack%2Fapp-catalog~master~If360d033af18aaba3c1fd769234d21f9a5e4e10a,openstack/app-catalog,master,If360d033af18aaba3c1fd769234d21f9a5e4e10a,Update Docker GuestBook murano app,MERGED,2016-03-28 13:46:44.000000000,2016-03-28 15:35:14.000000000,2016-03-28 15:35:14.000000000,2,2,0,298238,7120cb2850d059272c01d2f97101dd4b84afd859,gb,7,2,2,1,13149,Dmytro Dovbii,Ddovbii,"Update Docker GuestBook murano app

There was a bug in this app, which is fixed here
https://github.com/openstack/murano-apps/commit/c1244bc6b39be40f2bfc4014ff7d65d4810ad7b0
So, this app must be updated

  url: https://www.dropbox.com/s/dv8yq08v28f2bwi/io.murano.apps.docker.GuestBook.zip?dl=0
  hash: bd4d42ac4cdd529c7e559aefab4f4b5d

Change-Id: If360d033af18aaba3c1fd769234d21f9a5e4e10a
"
openstack%2Fpython-solumclient~stable%2Fmitaka~Ie3221a9d021dfd2ab9eed795cac2044f8b4ed1b7,openstack/python-solumclient,stable/mitaka,Ie3221a9d021dfd2ab9eed795cac2044f8b4ed1b7,Update .gitreview for stable/mitaka,MERGED,2016-03-23 16:35:30.000000000,2016-03-28 15:34:28.000000000,2016-03-28 15:34:28.000000000,2,1,0,296595,47e1d526c365ce7688f90fae68355b72dfec492a,create-mitaka,7,3,1,1,308,Thierry Carrez,ttx,"Update .gitreview for stable/mitaka

Change-Id: Ie3221a9d021dfd2ab9eed795cac2044f8b4ed1b7
"
openstack%2Fsolum-dashboard~stable%2Fmitaka~Ibccb4ae01d990d20e65fd2f324147fe6e13af8c0,openstack/solum-dashboard,stable/mitaka,Ibccb4ae01d990d20e65fd2f324147fe6e13af8c0,Update .gitreview for stable/mitaka,MERGED,2016-03-23 16:34:48.000000000,2016-03-28 15:32:34.000000000,2016-03-28 15:32:34.000000000,1,0,0,296593,37d13ce4965c2cd1e74938c3e5286da69fcd1c6e,create-mitaka,8,4,1,1,308,Thierry Carrez,ttx,"Update .gitreview for stable/mitaka

Change-Id: Ibccb4ae01d990d20e65fd2f324147fe6e13af8c0
"
openstack%2Frally~master~I37f0ac3f1ddb7cd6d7ea21753b28cebe9ffd754a,openstack/rally,master,I37f0ac3f1ddb7cd6d7ea21753b28cebe9ffd754a,"Add heat scenarios: output-show, output-list",MERGED,2016-03-22 17:22:20.000000000,2016-03-28 15:25:48.000000000,2016-03-28 15:25:48.000000000,509,0,23,295967,91b9e230a856b71bb645de940240aebafd16b1ae,heat_scenarios,39,7,7,11,20559,Dmitriy Uvarenkov,duvarenkov,"Add heat scenarios: output-show, output-list

Current patch contains 4 scenarios from heat repo:
- output-show for old algorithm
- output-show for new algorithm
- output-list for old algorithm
- output-list for new algorithm

The patch includes samples and unittests.
Co-Authored-By: Sergey Kraynev <skraynev@mirantis.com>

Change-Id: I37f0ac3f1ddb7cd6d7ea21753b28cebe9ffd754a
"
openstack%2Fsecurity-doc~master~Ie0bb8ddaa89a409686d4f724070e08bfe188ec67,openstack/security-doc,master,Ie0bb8ddaa89a409686d4f724070e08bfe188ec67,Remove xml2po cruft,MERGED,2016-03-28 13:48:39.000000000,2016-03-28 15:25:45.000000000,2016-03-28 15:25:45.000000000,0,12,0,298240,794f33d3980ef5f0adf60f9f6a64f7f1149c64bf,,8,4,1,1,6547,Andreas Jaeger,jaegerandi,"Remove xml2po cruft

We do not use DocBook XML in this repository and
thus do not use xml2po anymore. Remove comments and settings that are
not needed anymore.

Change-Id: Ie0bb8ddaa89a409686d4f724070e08bfe188ec67
"
openstack%2Fsahara-tests~master~I72e5a9140045c85a8e2d66a8d637d220bd75f7b8,openstack/sahara-tests,master,I72e5a9140045c85a8e2d66a8d637d220bd75f7b8,Fix py34 tests,MERGED,2016-03-24 10:47:51.000000000,2016-03-28 15:25:36.000000000,2016-03-28 15:25:36.000000000,2,2,0,297010,c2929d0d40c41e226a4d87c3cf7d4278856db2e8,,13,6,1,1,7710,Sergey Reshetnyak,sreshetniak,"Fix py34 tests

Change-Id: I72e5a9140045c85a8e2d66a8d637d220bd75f7b8
"
openstack%2Fsenlin~master~Ia30d67935281695cc94205942df1ca2b3df6feae,openstack/senlin,master,Ia30d67935281695cc94205942df1ca2b3df6feae,Rework senlin docs based on CLI changes,MERGED,2016-03-25 07:11:04.000000000,2016-03-28 15:25:30.000000000,2016-03-28 15:25:30.000000000,407,413,3,297552,a482de0f872e001f40b827cb66a13de264778137,doc-fix-for-osc,18,5,4,18,8246,Qiming Teng,tengqm,"Rework senlin docs based on CLI changes

This patch reworks the senlin documentation to reflect recent changes to
the senlinclient where the senlin command line is completely dropped.

Change-Id: Ia30d67935281695cc94205942df1ca2b3df6feae
"
openstack%2Ffuel-web~master~I0e9af118af9aff57df8efa1e9139134566660c4b,openstack/fuel-web,master,I0e9af118af9aff57df8efa1e9139134566660c4b,Custom graph support added to the tasks and graph info handlers,MERGED,2016-03-26 00:29:49.000000000,2016-03-28 15:19:31.000000000,2016-03-28 15:08:29.000000000,125,12,1,297899,5b5f87b7e358da1c1543dd1ba77d98e13b933cb7,bp/custom-graph-execution,90,15,7,7,19158,Ilya Kutukov,ikutukov,"Custom graph support added to the tasks and graph info handlers

Following handlers are extended with graph_type query
string parameter:

    /releases/<release_id>/deployment_tasks/
    /clusters/<cluster_id>/deployment_tasks/
    /clusters/<cluster_id>/serialized_tasks/
    /clusters/<cluster_id>/deploy_tasks/graph.gv

This parameter allows handler to use deployment graph data
from the scope of the given graph type.

Change-Id: I0e9af118af9aff57df8efa1e9139134566660c4b
Implements: blueprint custom-graph-execution
"
openstack%2Ffuel-ui~master~I7a932b722537f4c8a396ffd09480983b78c10af7,openstack/fuel-ui,master,I7a932b722537f4c8a396ffd09480983b78c10af7,Fixed network tab layout for IE11,MERGED,2016-03-28 14:05:37.000000000,2016-03-28 15:18:02.000000000,2016-03-28 15:18:02.000000000,3,0,0,298243,80ec126269273151d89a5765b01df5bf3876d0ff,bug/1561044,13,4,2,1,9730,Kate Pimenova,kpimenova,"Fixed network tab layout for IE11

Closes-Bug: #1561044

Change-Id: I7a932b722537f4c8a396ffd09480983b78c10af7
"
openstack%2Ftripleo-common~master~I72a376e9d7df9c6844197654b2264d6f4051ea3d,openstack/tripleo-common,master,I72a376e9d7df9c6844197654b2264d6f4051ea3d,Use the new yaml syntax in CI,ABANDONED,2015-12-08 17:42:37.000000000,2016-03-28 15:15:16.000000000,,14,2,2,254886,a91b19ca175d667d19bd55b78f11ea90b1ef16e8,image-yaml,24,4,6,1,7065,Brad P. Crochet,bcrochet,"Use the new yaml syntax in CI

Change-Id: I72a376e9d7df9c6844197654b2264d6f4051ea3d
"
openstack%2Fmonasca-api~master~I0580fbf21883dd639da854c578f68f797051736e,openstack/monasca-api,master,I0580fbf21883dd639da854c578f68f797051736e,Fix install of Horizon Monasa UI in DevStack Plugin,MERGED,2016-03-26 06:25:33.000000000,2016-03-28 15:12:46.000000000,2016-03-28 15:12:46.000000000,8,10,0,297920,859f9463c02b71b0b38758039406b8ed2543f6d8,,11,3,4,2,2419,Roland Hochmuth,roland-hochmuth-s,"Fix install of Horizon Monasa UI in DevStack Plugin

Change-Id: I0580fbf21883dd639da854c578f68f797051736e
"
openstack%2Fneutron~master~I327d1d7ce50dd4a20d781e6251a5af81c57e6ca1,openstack/neutron,master,I327d1d7ce50dd4a20d781e6251a5af81c57e6ca1,Moved CORS middleware configuration into oslo-config-generator,MERGED,2016-03-01 20:21:59.000000000,2016-03-28 15:12:26.000000000,2016-03-10 09:22:22.000000000,35,3,0,286818,aae181817e5f463a959b08477e9c2c8d94eadc25,bug/1551836,25,8,1,4,9717,Michael Krotscheck,krotscheck,"Moved CORS middleware configuration into oslo-config-generator

The default values needed for neutron's implementation of cors
middleware have been moved from paste.ini into the configuration
hooks provided by oslo.config. Furthermore, these values have been
added to neutron's default configuration parsing. This ensures
that if a value remains unset in neutron.conf, it will be set to use
sane defaults, and that an operator modifying the configuration
file will be presented with a default set of necessary sane headers.

Change-Id: I327d1d7ce50dd4a20d781e6251a5af81c57e6ca1
Closes-Bug: 1551836
"
openstack%2Fbandit~master~Ic583f891a295ac13339db1f65bcf38d66bd2abcd,openstack/bandit,master,Ic583f891a295ac13339db1f65bcf38d66bd2abcd,Normalizing & editing command-line help text,MERGED,2016-03-23 20:57:23.000000000,2016-03-28 15:11:33.000000000,2016-03-28 15:11:32.000000000,46,51,6,296793,0fabff579d7eb42326ab76aad7c96fe7a6578fb9,text_nits,22,6,6,3,11029,Jamie Finnigan,jamiefinnigan,"Normalizing & editing command-line help text

This commit contains a number of relatively minor changes to the help
text displayed by Bandit when 'bandit -h' is executed.

It is an attempt to normalize (capitalization, formatting, and usage of
certain terms) and edit for clarity.

It also updates the README to include the new help text, and the test
that checks the README is up-to-date.

Change-Id: Ic583f891a295ac13339db1f65bcf38d66bd2abcd
"
openstack%2Fpuppet-trove~master~Ie134233afc169bc7283a4fa3615fc838c39253c9,openstack/puppet-trove,master,Ie134233afc169bc7283a4fa3615fc838c39253c9,trivial comment paste-o fix,MERGED,2016-03-24 20:00:13.000000000,2016-03-28 15:11:25.000000000,2016-03-28 15:11:25.000000000,2,2,0,297340,1a4ffa527123e783fccf7ac3b4e05eef17d53799,,12,4,1,1,9500,Matt Fischer,mfisch,"trivial comment paste-o fix

Correct comments in init.pp

Change-Id: Ie134233afc169bc7283a4fa3615fc838c39253c9
"
openstack%2Fsahara~master~I63adb7281511826d55fd8646dd297b453d8c3f22,openstack/sahara,master,I63adb7281511826d55fd8646dd297b453d8c3f22,Fixing grenade job,MERGED,2016-03-28 10:25:37.000000000,2016-03-28 15:05:18.000000000,2016-03-28 15:05:17.000000000,1,0,0,298190,ef05a56dc99f875ed5b16a48d65c42144326e7a5,bug/1562791,15,4,1,1,12039,Andrey Pavlov,apavlov,"Fixing grenade job

OS_PROJECT_NAME env variable should be set inside _set_sahara_user
method for stable/mitaka

Change-Id: I63adb7281511826d55fd8646dd297b453d8c3f22
Closes-bug: #1562791
"
openstack%2Ffuel-ui~master~I0c3871447482281bbac0b2895e4fea55090bf2a6,openstack/fuel-ui,master,I0c3871447482281bbac0b2895e4fea55090bf2a6,vCenter cluster name trailing spaces are removed,MERGED,2016-03-24 14:03:01.000000000,2016-03-28 15:03:18.000000000,2016-03-28 15:03:18.000000000,8,0,0,297172,44aed4ac9ebc8ed649fe2b79b63105bbd070a43d,bug/1494725,8,3,1,2,13516,Anton Zemlyanov,azemlyanov,"vCenter cluster name trailing spaces are removed

vCenter cluster name cannot end with spaces,
trailing spaces are removed
Closes-Bug: 1494725

Change-Id: I0c3871447482281bbac0b2895e4fea55090bf2a6
"
openstack%2Fnova-powervm~master~I053f4928058177284d6a8ae1f099eff1e8a97f02,openstack/nova-powervm,master,I053f4928058177284d6a8ae1f099eff1e8a97f02,Unplug VIF during or after VM deletion causes error,MERGED,2016-03-21 19:56:03.000000000,2016-03-28 15:01:33.000000000,2016-03-28 15:01:33.000000000,39,8,22,295479,8783721bc274b06639cc9b14664da50c4d145a1e,bug/1560183,43,6,10,4,12947,Sridhar Venkat,svenkat,"Unplug VIF during or after VM deletion causes error

When VIF is unplugged, if corresponding VM is already in deleting or
deleted stage, HttpError exception is thrown as VM cannot be
located. In get_instance_wrapper in vm, replace read and wrap with
LPAR.get call and handle pvm_exc.Error. While handling, look for
response status 404 - which is thrown when LPAR is not found during
retrieve operation. Under this scenario, throw InstanceNotFound exception,
otherwise, forward caught exception.  In unplug code in novalink powervm
driver, handle InstanceNotFound exception and record it in log and do not
throw any exception. And throw InterfaceDetachFailed exception only
otherwise, if VM somehow exists.
Unit tests added.

Change-Id: I053f4928058177284d6a8ae1f099eff1e8a97f02
Closes-Bug: 1560183
"
openstack%2Fdjango_openstack_auth~stable%2Fmitaka~I3a504a365efccdfe31bee510a1b89da1e8b3aaae,openstack/django_openstack_auth,stable/mitaka,I3a504a365efccdfe31bee510a1b89da1e8b3aaae,Imported Translations from Zanata,MERGED,2016-03-19 06:42:58.000000000,2016-03-28 15:00:14.000000000,2016-03-28 15:00:14.000000000,93,41,0,294889,9574d982199f1df8826fa907ff183266d71a6c51,zanata/translations,27,6,5,6,11131,OpenStack Proposal Bot,proposal-bot,"Imported Translations from Zanata

For more information about this automatic import see:
https://wiki.openstack.org/wiki/Translations/Infrastructure

Change-Id: I3a504a365efccdfe31bee510a1b89da1e8b3aaae
"
openstack%2Fpython-keystoneclient~master~I9ec39ceed122a79bbaaef429750e1d2e8401297d,openstack/python-keystoneclient,master,I9ec39ceed122a79bbaaef429750e1d2e8401297d,Allow seeing full token response when debug enabled,MERGED,2016-03-14 14:32:39.000000000,2016-03-28 14:56:24.000000000,2016-03-28 14:56:23.000000000,2,0,0,292414,1d0cb6812bea8f72235db927c598633d6bf97162,bug/1556977,12,5,2,1,455,Stuart McLaren,stuart-mclaren,"Allow seeing full token response when debug enabled

In many situations it can be useful to see the full token response.

Print v3 token response when in debug mode. This will allow the
reponse to be seen when '--debug' is specified with the openstack CLI:

 {
     ""token"": {
         ""methods"": [
             ""password""
         ],
         ""roles"": [
             {
                 ""id"": ""93bff41cabda4def87cc9d83aaaa7479""
                 ""name"": ""Member""
             },
             .
             .
             .

Change-Id: I9ec39ceed122a79bbaaef429750e1d2e8401297d
Closes-bug: 1556977
"
openstack%2Fshade~master~I2abf889abe1f8186e1f0deb7cd433cbc9e6f0ab1,openstack/shade,master,I2abf889abe1f8186e1f0deb7cd433cbc9e6f0ab1,Fix grant_role docstring,MERGED,2016-03-25 18:45:42.000000000,2016-03-28 14:54:35.000000000,2016-03-28 14:54:35.000000000,1,1,0,297810,20451c32d602a5984c618bfa7967a191f63074ab,role_fix,8,4,1,1,3099,David Shrewsbury,dshrews,"Fix grant_role docstring

We do not support finding domains by name, only ID.

Change-Id: I2abf889abe1f8186e1f0deb7cd433cbc9e6f0ab1
"
